WORD,AVERAGE_MISSES
impurities,7
impurity,11
impute,9
imputed,8
in,4
inability,11
inaccessible,9
inaccuracies,4
inaccuracy,11
inaccurate,4
inaction,4
inactivate,13
inactive,13
inactivity,13
inadequacies,17
inadequacy,17
inadequate,18
inadequately,16
inadmissible,8
inadvertent,12
inadvisable,11
inalienable,11
inalterable,9
inane,2
inanimate,9
inanimately,10
inanna,3
inapplicable,9
inasmuch,8
inattention,2
inaudible,9
inaugural,6
inaugurate,5
inaugurated,4
inaugurating,6
inauguration,5
inauspicious,6
inboard,10
inbound,11
inbreed,11
inca,6
incalculable,9
incandescent,3
incantation,4
incapable,9
incapacitate,7
incarcerate,3
incarnation,3
incarnations,2
incas,5
incendiaries,3
incendiary,10
incense,5
incensed,5
incenses,5
incentive,14
incentives,13
inception,7
incessant,3
incessantly,9
incest,4
incestuous,4
inch,12
inched,10
inches,10
inching,11
incidence,6
incident,5
incidental,3
incidentally,9
incidentals,2
incidents,4
incinerate,3
incipient,8
incisive,14
incite,5
incited,5
incitement,9
incites,4
inciting,8
inclement,8
inclination,3
inclinations,2
incline,5
inclined,5
inclines,4
inclining,8
inclose,3
inclosed,3
incloses,3
inclosing,6
include,5
included,5
includes,4
including,6
inclusion,5
inclusions,5
inclusive,12
inclusively,11
incoherence,9
incoherent,8
incoherently,8
income,9
incomes,8
incoming,9
incomparable,6
incomparably,7
incompatible,6
incompatibly,7
incompetence,7
incompetent,7
incompetents,6
incomplete,6
incompletely,8
incomputable,5
inconclusive,11
incongruity,9
incongruous,5
inconsistent,3
inconvenient,13
incorporate,5
incorporated,4
incorporates,4
incorrect,3
incorrectly,9
incorrigible,8
increase,3
increased,3
increases,3
increasing,5
increasingly,8
incredible,9
incredibly,9
incredulity,8
incredulous,2
increment,8
incremental,6
incremented,7
incrementer,8
incrementing,7
increments,7
incriminate,7
incubate,9
incubated,8
incubates,8
incubating,9
incubation,9
incubator,8
incubators,7
inculcate,4
incumbent,9
incur,7
incurable,8
incurred,5
incurring,7
incurs,6
incursion,5
indebted,11
indebtedness,10
indecent,5
indecision,4
indecisive,13
indeed,7
indefensible,11
indefinite,13
indefinitely,11
indelible,11
indemnify,12
indemnity,11
indent,6
indentation,4
indentations,3
indented,6
indenting,7
indents,5
indenture,5
independence,8
independent,8
index,19
indexable,16
indexed,19
indexes,18
indexing,18
india,7
indian,7
indiana,7
indianapolis,6
indians,6
indicate,4
indicated,4
indicates,3
indicating,6
indication,4
indications,3
indicative,12
indicator,3
indicators,2
indices,5
indict,6
indictment,8
indictments,7
indies,6
indifference,12
indifferent,12
indigenous,5
indigenously,8
indigestible,8
indigestion,5
indignant,7
indignantly,10
indignation,6
indignities,6
indignity,12
indigo,8
indira,6
indirect,4
indirected,4
indirecting,5
indirection,3
indirections,2
indirectly,9
indirects,3
indiscreet,3
indiscretion,2
indisputable,6
indistinct,5
individual,13
individually,12
individuals,12
indivisible,12
indo,7
indochina,9
indochinese,8
indoctrinate,2
indoeuropean,5
indolent,4
indolently,10
indomitable,7
indonesia,4
indonesian,4
indoor,6
indoors,5
indubitable,8
induce,6
induced,6
inducement,7
inducements,6
inducer,5
induces,5
inducing,7
induct,6
inductance,4
inductances,3
inducted,5
inductee,5
inducting,6
induction,5
inductions,4
inductive,12
inductively,10
inductor,4
inductors,3
inducts,5
indulge,6
indulged,6
indulgence,5
indulgences,4
indulgent,5
indulging,7
indus,7
industrial,3
industrially,8
industrials,3
industries,4
industrious,4
industry,10
indy,14
ineffective,13
ineffectual,10
inefficiency,13
inefficient,13
inelegant,6
ineligible,11
inept,9
inequalities,17
inequality,17
inequitable,17
inequity,19
inert,2
inertia,1
inertial,2
inertly,11
inertness,1
inescapable,8
inescapably,8
inessential,2
inestimable,8
inevitable,12
inevitably,11
inexact,17
inexcusable,14
inexcusably,13
inexorable,15
inexorably,14
inexpensive,17
inexperience,17
inexplicable,15
infallible,12
infallibly,12
infamous,11
infamously,9
infamy,13
infancy,13
infant,14
infantile,12
infantry,12
infantryman,11
infantrymen,10
infants,13
infarct,12
infatuate,12
infeasible,11
infect,13
infected,12
infecting,12
infection,12
infections,11
infectious,10
infectiously,8
infective,13
infects,12
infer,14
inference,13
inferences,12
inferential,11
inferior,13
inferiority,11
inferiors,12
infernal,12
infernally,11
inferno,13
infernos,12
inferred,13
inferring,13
infers,13
infertile,12
infest,13
infested,12
infesting,12
infests,13
infidel,13
infidelity,11
infidels,12
infighting,13
infiltrate,11
infinite,14
infinitely,12
infiniteness,13
infinitive,14
infinitives,13
infinitude,12
infinitum,13
infinity,14
infirm,14
infirmary,12
infirmity,12
infix,20
inflame,12
inflamed,11
inflammable,11
inflammation,11
inflammatory,9
inflatable,11
inflate,12
inflated,11
inflater,11
inflates,11
inflating,12
inflation,12
inflationary,10
inflexible,17
inflict,13
inflicted,11
inflicting,12
inflicts,12
inflow,16
influence,12
influenced,11
influences,11
influencing,11
influential,11
influenza,15
inform,13
informal,11
informality,9
informally,10
informant,11
informants,10
informatica,10
information,11
informative,10
informed,11
informer,12
informers,11
informing,12
informs,12
infra,14
infrared,12
infrequent,18
infrequently,16
infringe,13
infringed,12
infringement,11
infringes,12
infringing,14
infuriate,11
infuriated,10
infuriates,10
infuriating,11
infuriation,11
infuse,13
infused,12
infuses,13
infusing,13
infusion,13
infusions,13
ingenious,6
ingeniously,9
ingenuity,11
ingenuous,6
ingersoll,5
ingest,7
ingestion,6
inglorious,5
ingot,8
ingram,9
ingrate,6
ingratiate,6
ingratitude,4
ingredient,6
ingredients,5
ingrown,16
inhabit,11
inhabitable,9
inhabitance,9
inhabitant,11
inhabitants,10
inhabited,9
inhabiting,10
inhabits,10
inhale,10
inhaled,9
inhaler,9
inhales,9
inhaling,10
inhere,11
inherent,10
inherently,10
inheres,10
inherit,10
inheritable,8
inheritance,8
inheritances,7
inherited,9
inheriting,9
inheritor,9
inheritors,8
inheritress,9
inheritrices,8
inheritrix,17
inherits,9
inhibit,12
inhibited,10
inhibiting,11
inhibition,11
inhibitions,10
inhibitor,10
inhibitors,9
inhibitory,10
inhibits,11
inhospitable,6
inhuman,10
inhumane,9
inimical,9
inimitable,9
iniquities,19
iniquity,20
initial,4
initialed,4
initialing,7
initialize,16
initialized,15
initializer,15
initializers,14
initializes,15
initializing,16
initially,12
initials,3
initiate,2
initiated,5
initiates,1
initiating,8
initiation,3
initiations,2
initiative,14
initiatives,13
initiator,2
initiators,1
inject,19
injected,18
injecting,18
injection,18
injections,17
injective,18
injects,18
injudicious,17
injun,21
injunction,18
injunctions,17
injuns,20
injure,19
injured,18
injures,18
injuries,18
injuring,19
injurious,18
injury,19
injustice,17
injustices,17
ink,18
inked,16
inker,16
inkers,15
inking,17
inkings,16
inkling,16
inklings,15
inks,17
inlaid,6
inland,6
inlay,13
inlet,4
inlets,3
inline,5
inman,11
inmate,9
inmates,8
inn,4
innards,5
innate,2
innately,11
inner,2
innermost,7
inning,10
innings,9
innocence,5
innocent,4
innocently,10
innocents,3
innocuous,6
innocuously,10
innovate,13
innovation,14
innovations,13
innovative,13
inns,3
innuendo,6
innumerable,8
innumerably,8
inoculate,3
inoperable,8
inoperative,11
inopportune,6
inordinate,3
inordinately,8
inorganic,6
input,9
inputs,8
inquest,19
inquire,20
inquired,19
inquirer,20
inquirers,19
inquires,19
inquiries,19
inquiring,20
inquiry,20
inquisition,19
inquisitions,19
inquisitive,18
inroad,5
inroads,4
insane,1
insanely,11
insanity,12
insatiable,9
inscribe,10
inscribed,9
inscribes,10
inscribing,10
inscription,6
inscriptions,6
inscrutable,6
insect,4
insecticide,4
insects,4
insecure,5
insecurely,9
inseminate,8
insensible,11
insensitive,14
inseparable,8
insert,1
inserted,4
inserting,6
insertion,1
insertions,1
inserts,1
inset,2
inside,6
insider,5
insiders,5
insides,6
insidious,6
insidiously,10
insight,10
insightful,10
insights,10
insignia,8
insincere,4
insincerity,10
insinuate,5
insinuated,4
insinuates,5
insinuating,6
insinuation,5
insinuations,5
insipid,9
insist,3
insisted,5
insistence,4
insistent,2
insistently,11
insisting,8
insists,3
insofar,12
insolence,3
insolent,2
insolently,10
insoluble,9
insolvable,11
insolvent,12
insomnia,9
insomniac,8
inspect,7
inspected,6
inspecting,6
inspection,6
inspections,6
inspector,5
inspectors,5
inspects,7
inspiration,6
inspirations,6
inspire,8
inspired,7
inspirer,8
inspires,8
inspiring,8
instability,10
install,3
installation,2
installed,3
installer,1
installers,1
installing,6
installment,7
installments,7
installs,3
instance,3
instances,3
instant,2
instanter,0
instantiate,1
instantiated,4
instantiates,1
instantly,11
instants,2
instead,4
instigate,6
instigated,5
instigates,6
instigating,7
instigator,5
instigators,5
instill,4
instinct,5
instinctive,13
instincts,5
instinctual,4
institute,6
instituted,5
instituter,5
instituters,5
institutes,6
instituting,7
institution,6
institutions,6
instruct,5
instructed,3
instructing,5
instruction,4
instructions,4
instructive,11
instructor,4
instructors,4
instructs,5
instrument,7
instrumental,5
instrumented,6
instruments,7
insufferable,9
insufficient,11
insular,5
insulate,4
insulated,3
insulates,4
insulating,5
insulation,4
insulator,3
insulators,3
insulin,7
insult,6
insulted,4
insulting,6
insults,6
insuperable,7
insurance,4
insure,6
insured,5
insurer,6
insurers,6
insures,6
insurgent,5
insurgents,5
insuring,7
insurrection,3
intact,5
intangible,9
intangibles,8
integer,7
integers,6
integrable,8
integral,5
integrals,4
integrand,5
integrate,6
integrated,5
integrates,5
integrating,6
integration,5
integrations,4
integrative,12
integrity,11
intel,4
intellect,4
intellects,3
intellectual,4
intelligence,6
intelligent,7
intelligible,10
intelligibly,10
intelsat,2
intemperate,7
intend,6
intended,6
intending,7
intends,5
intense,2
intensely,11
intensified,12
intensifier,12
intensifiers,12
intensifies,13
intensify,12
intensifying,11
intensities,2
intensity,12
intensive,14
intensively,12
intent,3
intention,3
intentional,2
intentioned,5
intentions,2
intently,12
intentness,2
intents,2
inter,2
interact,3
interacted,3
interacting,5
interaction,2
interactions,1
interactive,12
interacts,2
intercept,7
intercepted,6
intercepting,6
interception,6
interceptor,6
intercepts,6
interchange,7
interchanged,6
interchanger,7
interchanges,6
interchannel,7
intercity,11
intercom,7
interconnect,3
intercourse,3
interdata,4
interdict,4
interdiction,3
interest,1
interested,4
interesting,6
interests,1
interface,11
interfaced,10
interfacer,11
interfaces,10
interfacing,10
interfere,13
interfered,12
interference,12
interferes,12
interfering,12
interframe,11
intergroup,5
interim,9
interior,2
interiors,1
interject,18
interlace,2
interlaced,2
interlaces,1
interlacing,4
interleave,12
interleaved,11
interleaves,11
interleaving,11
interlink,14
interlinked,13
interlinks,13
interlisp,6
intermediary,9
intermediate,7
interminable,8
intermingle,7
intermingled,6
intermingles,6
intermission,7
intermittent,9
intermix,17
intermixed,16
intermodule,5
intern,2
internal,2
internalize,15
internalized,14
internalizes,14
internally,10
internals,1
interned,5
internet,2
internetwork,14
interning,7
interns,1
internship,8
interoffice,11
interplay,9
interpol,6
interpolate,5
interpolated,4
interpolates,4
interpose,6
interposed,5
interposes,6
interposing,5
interpret,8
interpreted,7
interpreter,8
interpreters,7
interpreting,7
interpretive,13
interprets,7
interprocess,5
interrelate,2
interrelated,3
interrelates,1
interrogate,5
interrogated,4
interrogates,4
interrupt,7
interrupted,6
interrupting,6
interruption,6
interruptive,12
interrupts,6
intersect,3
intersected,3
intersecting,5
intersection,2
intersects,3
intersperse,7
interspersed,6
intersperses,7
interstage,5
interstate,0
intertwine,16
intertwined,15
intertwines,15
intertwining,15
interval,12
intervals,11
intervene,14
intervened,13
intervenes,13
intervening,13
intervention,13
interview,15
interviewed,14
interviewee,15
interviewer,15
interviewers,14
interviewing,14
interviews,14
interwoven,14
intestate,1
intestinal,2
intestine,2
intestines,2
intimacy,11
intimate,9
intimated,8
intimately,10
intimating,9
intimation,9
intimations,8
intimidate,8
intimidated,8
intimidates,7
intimidating,8
intimidation,8
into,4
intolerable,8
intolerably,8
intolerance,1
intolerant,1
intonation,3
intonations,2
intone,3
intoxicant,17
intoxicate,16
intoxicated,15
intoxicating,16
intoxication,17
intractable,8
intractably,9
intragroup,5
intraline,2
intramural,7
intransigent,5
intransitive,12
intraoffice,10
intraprocess,4
intrastate,0
intravenous,10
intrepid,7
intricacies,2
intricacy,11
intricate,3
intricately,9
intrigue,6
intrigued,5
intrigues,5
intriguing,7
intrinsic,4
introduce,3
introduced,3
introduces,2
introducing,4
introduction,4
introductory,9
introspect,5
introvert,13
introverted,12
intrude,5
intruded,5
intruder,5
intruders,4
intrudes,4
intruding,6
intrusion,5
intrusions,5
intrust,6
intubate,10
intubated,9
intubates,9
intubation,10
intuition,7
intuitionist,6
intuitions,6
intuitive,14
intuitively,12
inundate,5
invade,14
invaded,14
invader,13
invaders,12
invades,13
invading,14
invalid,14
invalidate,12
invalidated,12
invalidates,11
invalidating,12
invalidation,12
invalidities,11
invalidity,12
invalidly,13
invalids,13
invaluable,12
invariable,12
invariably,12
invariance,13
invariant,14
invariantly,12
invariants,13
invasion,14
invasions,14
invective,14
invent,15
invented,14
inventing,14
invention,14
inventions,13
inventive,15
inventively,13
inventor,13
inventories,12
inventors,12
inventory,12
invents,14
inverness,14
inverse,14
inversely,12
inverses,14
inversion,13
inversions,13
invert,14
invertebrate,12
inverted,13
inverter,14
inverters,13
invertible,12
inverting,13
inverts,13
invest,14
invested,13
investigate,12
investigated,11
investigates,12
investigator,10
investing,13
investment,13
investments,13
investor,12
investors,12
invests,14
inveterate,13
invigorate,11
invincible,13
invisibility,12
invisible,13
invisibly,13
invitation,14
invitations,13
invite,15
invited,14
invites,14
inviting,15
invocable,11
invocation,13
invocations,12
invoice,14
invoiced,13
invoices,13
invoicing,14
invoke,15
invoked,14
invoker,14
invokes,14
invoking,15
involuntary,10
involve,14
involved,13
involvement,12
involvements,11
involves,13
involving,14
inward,16
inwardly,14
inwardness,14
inwards,15
io,6
iodine,6
ion,5
ionian,4
ionians,3
ionicization,16
ionicize,17
ionicizes,16
ionosphere,8
ionospheric,7
ions,4
iota,4
iowa,18
ira,2
iran,2
iranian,2
iranians,1
iranize,17
iranizes,16
iraq,22
iraqi,22
iraqis,21
irate,2
irately,11
irateness,0
ire,2
ireland,4
irene,2
ires,1
iris,2
irish,12
irishize,17
irishizes,17
irishman,9
irishmen,9
irk,18
irked,16
irking,16
irks,17
irksome,14
irma,11
iron,4
ironed,5
ironic,5
ironical,3
ironically,10
ironies,2
ironing,8
ironings,7
irons,3
irony,13
iroquois,20
irradiate,5
irrational,2
irrationally,10
irrationals,1
irrawaddy,16
irreducible,9
irreducibly,9
irreflexive,17
irrefutable,10
irregular,6
irregularity,9
irregularly,10
irregulars,5
irrelevance,12
irrelevances,11
irrelevant,12
irrelevantly,11
irresistible,10
irrespective,12
irreverent,14
irreversible,13
irreversibly,12
irrevocable,11
irrevocably,10
irrigate,7
irrigated,6
irrigates,6
irrigating,7
irrigation,6
irritable,10
irritant,2
irritate,2
irritated,5
irritates,1
irritating,7
irritation,2
irritations,1
irvin,16
irvine,15
irving,15
irwin,18
is,1
isaac,6
isaacs,6
isaacson,4
isabel,11
isabella,11
isadore,4
isaiah,12
isfahan,13
ising,9
isis,1
islam,10
islamabad,10
islamic,9
islamization,14
islamize,16
islamizes,16
island,5
islander,3
islanders,3
islandia,5
islands,5
isle,5
isles,5
islet,4
islets,4
isolate,2
isolated,3
isolates,2
isolating,5
isolation,2
isolations,2
isolde,5
isometric,7
isomorphic,8
isomorphism,9
isomorphisms,9
isotope,8
isotopes,8
israel,3
israeli,3
israelis,3
israelite,2
israelites,2
israelitize,15
israelitizes,15
issuance,5
issue,8
issued,7
issuer,7
issuers,7
issues,8
issuing,8
istanbul,9
isthmus,10
istvan,14
it,5
italian,4
italianize,16
italianizer,15
italianizers,14
italianizes,15
italians,3
italic,5
italicize,16
italicized,15
italics,4
italy,13
itch,12
itches,10
itching,10
itel,5
item,11
itemization,15
itemizations,14
itemize,18
itemized,17
itemizes,17
itemizing,16
items,10
iterate,2
iterated,5
iterates,1
iterating,6
iteration,1
iterations,0
iterative,14
iteratively,12
iterator,2
iterators,1
ithaca,11
ithacan,10
itineraries,0
itinerary,11
ito,5
its,4
itself,13
ivan,16
ivanhoe,13
iverson,13
ivies,16
ivory,15
ivy,17
izaak,19
izvestia,16
jab,22
jabbed,20
jabbing,19
jablonsky,16
jabs,21
jack,21
jackass,20
jacket,19
jacketed,18
jackets,18
jackie,19
jacking,18
jackknife,17
jackman,19
jackpot,18
jackson,18
jacksonian,17
jacksons,18
jacksonville,14
jacky,20
jacob,20
jacobean,18
jacobi,19
jacobian,18
jacobinize,16
jacobite,17
jacobs,19
jacobsen,17
jacobson,18
jacobus,18
jacoby,19
jacqueline,17
jacques,19
jade,21
jaded,21
jaeger,20
jaguar,20
jail,21
jailed,19
jailer,19
jailers,18
jailing,19
jails,20
jaime,20
jakarta,20
jake,21
jakes,20
jam,22
jamaica,20
jamaican,19
james,20
jameson,18
jamestown,16
jammed,20
jamming,19
jams,21
jane,21
janeiro,18
janesville,17
janet,20
janice,19
janis,20
janitor,18
janitors,17
janos,20
jansen,20
jansenist,18
januaries,17
january,19
janus,20
japan,21
japanese,19
japanization,17
japanize,18
japanized,17
japanizes,17
japanizing,18
jar,22
jargon,19
jarred,20
jarring,19
jarringly,17
jars,21
jarvin,19
jason,20
jastrow,18
jaundice,17
jaunt,20
jauntiness,17
jaunts,19
jaunty,19
java,22
javanese,19
javelin,18
javelins,17
jaw,22
jawbone,18
jaws,21
jay,22
jaycee,20
jaycees,19
jazz,22
jazzy,21
jealous,18
jealousies,17
jealously,17
jealousy,17
jean,21
jeanne,21
jeannie,20
jeans,20
jed,22
jeep,22
jeeps,21
jeer,22
jeers,21
jeff,22
jefferson,18
jeffersonian,16
jeffrey,20
jehovah,19
jellies,20
jello,21
jelly,21
jellyfish,17
jenkins,19
jennie,21
jennifer,19
jennings,19
jenny,21
jensen,21
jeopardize,16
jeopardized,16
jeopardizes,15
jeopardizing,14
jeopardy,17
jeremiah,18
jeremy,20
jeres,21
jericho,18
jerk,21
jerked,20
jerkiness,18
jerking,18
jerkings,17
jerks,20
jerky,20
jeroboam,18
jerome,20
jerry,21
jersey,20
jerseys,20
jerusalem,17
jesse,22
jessica,19
jessie,21
jessy,21
jest,21
jested,20
jester,20
jesting,18
jests,21
jesuit,19
jesuitism,18
jesuitize,18
jesuitized,17
jesuitizes,18
jesuitizing,16
jesuits,19
jesus,21
jet,22
jetliner,18
jets,21
jetted,21
jetting,19
jew,22
jewel,21
jeweled,20
jeweler,20
jewell,21
jewelled,20
jewelries,18
jewelry,19
jewels,20
jewett,21
jewish,19
jewishness,18
jews,21
jiffy,21
jig,22
jigs,21
jigsaw,19
jill,22
jim,22
jimenez,19
jimmie,21
jingle,19
jingled,18
jingling,20
jinny,21
jitter,20
jitterbug,17
jittery,19
jo,23
joan,21
joanna,21
joanne,20
joaquin,19
job,22
jobrel,19
jobs,21
jockey,19
jockstrap,16
jocund,19
jody,21
joe,22
joel,21
joes,21
jog,22
jogging,20
jogs,21
johann,20
johanna,20
johannes,18
johannesburg,14
johansen,18
johanson,19
john,21
johnnie,19
johnny,20
johns,20
johnsen,19
johnson,20
johnston,19
johnstown,18
join,21
joined,19
joiner,19
joiners,18
joining,20
joins,20
joint,20
jointly,18
joints,19
joke,21
joked,20
joker,20
jokers,19
jokes,20
joking,19
jokingly,17
joliet,19
jolla,21
jolly,21
jolt,21
jolted,19
jolting,18
jolts,20
jon,22
jonas,20
jonathan,19
jones,20
joneses,20
jonquil,19
joplin,19
jordan,19
jordanian,18
jorge,20
jorgensen,18
jorgenson,18
jose,21
josef,20
joseph,19
josephine,17
josephson,18
josephus,18
joshua,19
josiah,19
jostle,19
jostled,18
jostles,19
jostling,17
jot,22
jots,21
jotted,20
jotting,19
joule,20
journal,18
journalism,15
journalist,15
journalists,15
journalize,15
journalized,14
journalizes,14
journalizing,15
journals,17
journey,18
journeyed,17
journeying,16
journeyings,15
journeyman,16
journeymen,17
journeys,17
joust,20
jousted,18
jousting,17
jousts,20
jovanovich,17
jove,21
jovial,19
jovian,19
joy,22
joyce,20
joyful,19
joyfully,19
joyous,20
joyously,19
joyousness,18
joyride,18
joys,21
joystick,17
juan,21
juanita,19
jubal,20
jubilee,19
judaica,19
judaism,18
judas,20
judd,22
judder,20
juddered,20
juddering,17
judders,19
jude,21
judea,20
judge,20
judged,20
judges,19
judging,19
judgment,17
judgments,16
judicial,18
judiciary,17
judicious,18
judiciously,16
judith,19
judo,21
judson,19
judy,21
jug,22
juggle,20
juggler,19
jugglers,18
juggles,19
juggling,19
jugoslavia,16
jugs,21
juice,20
juices,19
juiciest,18
juicy,20
jukes,20
jules,20
julia,20
julian,19
julie,20
julies,19
juliet,19
julio,20
julius,20
july,21
jumble,19
jumbled,18
jumbles,18
jumbo,20
jump,21
jumped,19
jumper,19
jumpers,18
jumping,18
jumps,20
jumpy,20
junction,18
junctions,17
juncture,18
junctures,17
june,21
juneau,20
junes,20
jung,21
jungian,19
jungle,19
jungles,18
junior,19
juniors,18
juniper,18
junk,21
junker,19
junkers,18
junks,20
junky,20
juno,21
junta,20
jupiter,18
jura,21
juras,20
jurassic,18
jure,21
juries,19
jurisdiction,15
jurist,19
juror,21
jurors,20
jury,21
just,21
justice,18
justices,18
justifiable,15
justifiably,15
justified,17
justifier,17
justifiers,17
justifies,18
justify,18
justifying,16
justine,18
justinian,18
justly,19
justness,19
jut,22
jutish,19
jutland,18
jutting,19
juvenile,18
juveniles,17
juxtapose,16
juxtaposed,15
juxtaposes,16
juxtaposing,14
kabuki,16
kabul,16
kaddish,15
kafka,18
kafkaesque,19
kahn,17
kajar,21
kalamazoo,17
kali,17
kalmuk,16
kamchatka,15
kamikaze,17
kamikazes,16
kampala,16
kampuchea,13
kanarese,15
kane,17
kangaroo,15
kanji,20
kankakee,17
kannada,17
kansas,17
kant,17
kantian,16
kaplan,16
kappa,18
karachi,15
karamazov,16
karate,16
karen,16
karl,17
karol,16
karp,17
kashmir,14
kaskaskia,17
kate,17
katharine,13
katherine,13
kathleen,14
kathy,16
katie,16
katmandu,14
katowice,14
katz,19
kauffman,15
kaufman,15
kay,18
keaton,15
keats,16
keegan,16
keel,18
keeled,17
keeling,15
keels,17
keen,18
keenan,17
keener,17
keenest,16
keenly,16
keenness,17
keep,18
keeper,17
keepers,16
keeping,15
keeps,17
keith,16
keller,17
kelley,17
kellogg,16
kelly,17
kelsey,16
kelvin,15
kemp,17
ken,18
kendall,15
kenilworth,12
kennan,17
kennecott,15
kennedy,16
kennel,17
kennels,16
kenneth,16
kenney,17
kenning,16
kenny,17
kenosha,14
kensington,13
kent,17
kenton,16
kentucky,14
kenya,16
kenyon,16
kepler,16
kept,17
kerchief,14
kerchiefs,13
kermit,15
kern,17
kernel,16
kernels,15
kernighan,13
kerosene,15
kerouac,14
kerr,18
kessler,16
ketchup,14
kettering,14
kettle,17
kettles,16
kevin,16
kewaskum,15
kewaunee,16
key,18
keyboard,13
keyboards,12
keyed,17
keyes,17
keyhole,15
keying,15
keynes,16
keynesian,14
keynote,15
keypad,15
keypads,14
keys,17
keystroke,14
keystrokes,14
keyword,15
keywords,14
khartoum,13
khmer,16
khrushchev,13
khrushchevs,13
kick,18
kickapoo,15
kicked,16
kicker,16
kickers,15
kicking,16
kickoff,16
kicks,17
kid,18
kidde,17
kidded,17
kiddie,17
kidding,16
kidnap,15
kidnapper,13
kidnappers,12
kidnapping,14
kidnappings,13
kidnaps,14
kidney,15
kidneys,14
kids,17
kieffer,16
kiel,17
kiev,17
kiewit,17
kigali,16
kikuyu,17
kilgore,14
kilimanjaro,16
kill,18
killebrew,15
killed,16
killer,16
killers,15
killing,16
killingly,15
killings,15
killjoy,19
kills,17
kilobit,15
kilobits,14
kiloblock,15
kilobyte,13
kilobytes,12
kilogram,13
kilograms,12
kilohertz,14
kilohm,15
kilojoule,18
kilometer,13
kilometers,12
kiloton,15
kilovolt,15
kilowatt,15
kiloword,15
kim,18
kimball,15
kimberly,13
kimono,16
kin,18
kind,17
kinder,15
kindergarten,12
kindest,14
kindhearted,12
kindle,15
kindled,15
kindles,14
kindling,15
kindly,15
kindness,15
kindred,15
kinds,16
kinetic,15
king,17
kingdom,14
kingdoms,13
kingly,15
kingpin,16
kings,16
kingsbury,12
kingsley,13
kingston,14
kingstown,14
kingwood,15
kink,18
kinky,17
kinney,16
kinnickinnic,17
kinsey,15
kinshasha,15
kinship,15
kinsman,15
kiosk,17
kiowa,17
kipling,15
kirby,16
kirchner,14
kirchoff,14
kirk,18
kirkland,14
kirkpatrick,14
kirkwood,16
kirov,16
kiss,18
kissed,16
kisser,16
kissers,16
kisses,17
kissing,16
kit,18
kitakyushu,13
kitchen,14
kitchenette,14
kitchens,13
kite,17
kited,16
kites,16
kiting,16
kits,17
kitten,16
kittenish,14
kittens,15
kitty,17
kiwanis,16
klan,17
klaus,16
klaxon,18
klein,16
kleinrock,13
kline,16
kludge,15
kludges,14
klux,20
klystron,13
knack,17
knapp,17
knapsack,15
knapsacks,15
knauer,15
knave,16
knaves,15
knead,16
kneads,15
knee,18
kneecap,15
kneed,17
kneeing,16
kneel,17
kneeled,16
kneeling,15
kneels,16
knees,17
knell,17
knells,16
knelt,16
knew,18
knife,16
knifed,15
knifes,15
knifing,16
knight,15
knighted,13
knighthood,13
knighting,15
knightly,13
knights,14
knit,17
knits,16
knives,15
knob,17
knobeloch,13
knobs,16
knock,17
knockdown,16
knocked,15
knocker,15
knockers,14
knocking,15
knockout,15
knocks,16
knoll,17
knolls,16
knossos,17
knot,17
knots,16
knott,17
knotted,15
knotting,15
know,18
knowable,14
knower,16
knowhow,17
knowing,16
knowingly,14
knowledge,14
knowles,15
knowlton,16
known,18
knows,17
knox,20
knoxville,16
knuckle,15
knuckled,14
knuckles,14
knudsen,15
knudson,15
knuth,16
knutsen,15
knutson,15
koala,17
kobayashi,13
koch,17
kochab,15
kodachrome,12
kodak,17
kodiak,16
koenig,15
koenigsberg,12
kohler,15
kong,17
konrad,15
koppers,15
koran,16
korea,16
korean,15
koreans,14
kosher,15
kovacs,15
kowalewski,14
kowalski,15
kowloon,17
kowtow,18
kraemer,16
krakatoa,16
krakow,17
kramer,16
krause,15
krebs,16
kremlin,14
kresge,16
krieger,16
krishna,14
kristin,15
kronecker,15
krueger,16
kruger,16
kruse,16
ku,19
kuala,17
kudo,17
kuenning,15
kuhn,17
kumar,16
kurd,17
kurdish,14
kurt,17
kuwait,16
kuwaiti,16
kyoto,17
lab,14
laban,13
label,13
labeled,12
labeling,10
labelled,12
labeller,12
labellers,11
labelling,10
labels,12
labor,12
laboratories,8
laboratory,11
labored,10
laborer,11
laborers,10
laboring,9
laborings,8
laborious,9
laboriously,9
labors,11
labrador,11
labs,13
labyrinth,9
labyrinths,8
lac,7
lace,6
laced,6
lacerate,4
lacerated,4
lacerates,3
lacerating,4
laceration,1
lacerations,0
lacerta,4
laces,5
lacey,13
lachesis,9
lacing,7
lack,17
lackawanna,16
lacked,15
lackey,15
lacking,14
lacks,16
lacquer,19
lacquered,18
lacquers,18
lacrosse,3
lacy,14
lad,8
ladder,6
laden,6
ladies,5
lading,7
ladle,7
lads,7
lady,14
ladylike,14
lafayette,13
lag,10
lager,8
lagers,7
lagoon,8
lagoons,7
lagos,8
lagrange,7
lagrangian,7
lags,9
laguerre,7
laguna,8
lahore,10
laid,7
laidlaw,17
lain,5
lair,5
lairs,4
laissez,17
lake,17
lakehurst,12
lakes,16
lakewood,15
lamar,11
lamarck,15
lamb,13
lambda,12
lambdas,11
lambert,10
lambs,12
lame,11
lamed,10
lamely,13
lameness,9
lament,9
lamentable,10
lamentation,7
lamentations,6
lamented,8
lamenting,7
laments,8
lames,10
laminar,9
laming,9
lamp,11
